161,G17,0,A 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.691,30.602,0.265,0.082,0.089,0.017,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.912,N,N,N
162,G18,0,A 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.812,30.602,0.265,0.076,0.089,0.017,27.136,0.997,-3.280,101.780,1,0.179,1,3,27,Amp,,0.905,N,N,N
163,G19,0,A 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.237,29.357,0.114,0.229,0.211,0.017,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.971,N,N,N
164,G20,0,A 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.370,29.357,0.114,0.208,0.211,0.017,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.951,N,N,N
165,G21,0,A 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.463,29.357,0.114,0.195,0.211,0.017,27.136,0.997,-3.280,101.780,1,0.179,1,3,23,Amp,,0.947,N,N,N
166,G22,0,A 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,28.939,29.231,0.260,0.282,0.232,0.044,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.904,N,N,N
167,G23,0,A 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.316,29.231,0.260,0.217,0.232,0.044,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.910,N,N,N
168,G24,0,A 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.438,29.231,0.260,0.199,0.232,0.044,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.928,N,N,N
169,H1,0,,Nanog,STANDARD,FAM,NFQ-MGB,30.181,30.249,0.132,0.781,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.962,N,N,N
170,H2,0,,Nanog,STANDARD,FAM,NFQ-MGB,30.164,30.249,0.132,0.781,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,24,Amp,,0.968,N,N,N
171,H3,0,,Nanog,STANDARD,FAM,NFQ-MGB,30.401,30.249,0.132,0.781,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,23,Amp,,0.971,N,N,N
181,H13,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,27.597,27.664,0.058,0.781,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,23,Amp,,0.967,N,N,N
182,H14,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,27.692,27.664,0.058,0.781,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,23,Amp,,0.932,N,N,N
183,H15,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,27.703,27.664,0.058,0.781,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,23,Amp,,0.963,N,N,N
193,I1,0,B 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.339,24.532,0.170,39.683,34.848,4.241,29.610,0.996,-3.297,101.051,1,0.249,1,3,18,Amp,,0.945,N,N,N
194,I2,0,B 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.599,24.532,0.170,33.104,34.848,4.241,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.955,N,N,N
195,I3,0,B 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.658,24.532,0.170,31.757,34.848,4.241,29.610,0.996,-3.297,101.051,1,0.249,1,3,20,Amp,,0.955,N,N,N
196,I4,0,B 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.492,31.676,0.169,0.269,0.237,0.028,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.914,N,N,N
197,I5,0,B 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.712,31.676,0.169,0.230,0.237,0.028,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.924,N,N,N
198,I6,0,B 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.825,31.676,0.169,0.213,0.237,0.028,29.610,0.996,-3.297,101.051,1,0.249,1,3,27,Amp,,0.932,N,N,N
199,I7,0,B 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.457,30.622,0.151,0.553,0.495,0.053,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.937,N,N,N
200,I8,0,B 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.755,30.622,0.151,0.449,0.495,0.053,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.938,N,N,N
201,I9,0,B 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.653,30.622,0.151,0.482,0.495,0.053,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.943,N,N,N
202,I10,0,B 3450 4 WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.851,30.987,0.137,0.420,0.383,0.037,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.946,N,N,N
203,I11,0,B 3450 4 WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.985,30.987,0.137,0.383,0.383,0.037,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.964,N,N,N
204,I12,0,B 3450 4 WK,Nanog,UNKNOWN,FAM,NFQ-MGB,31.126,30.987,0.137,0.347,0.383,0.037,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.947,N,N,N
205,I13,0,B 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.147,20.371,0.195,135.205,116.245,16.492,27.136,0.997,-3.280,101.780,1,0.179,1,3,16,Amp,,0.928,N,N,N
206,I14,0,B 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.463,20.371,0.195,108.315,116.245,16.492,27.136,0.997,-3.280,101.780,1,0.179,1,3,16,Amp,,0.920,N,N,N
207,I15,0,B 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.504,20.371,0.195,105.216,116.245,16.492,27.136,0.997,-3.280,101.780,1,0.179,1,3,16,Amp,,0.938,N,N,N
208,I16,0,B 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.927,29.967,0.049,0.141,0.137,0.005,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.879,N,N,N
209,I17,0,B 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.951,29.967,0.049,0.139,0.137,0.005,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.900,N,N,N
210,I18,0,B 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.022,29.967,0.049,0.132,0.137,0.005,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.923,N,N,N
211,I19,0,B 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.778,30.001,0.193,0.157,0.135,0.019,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.902,N,N,N
212,I20,0,B 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.118,30.001,0.193,0.123,0.135,0.019,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.907,N,N,N
213,I21,0,B 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.106,30.001,0.193,0.124,0.135,0.019,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.918,N,N,N
214,I22,0,B 3450 4 WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.598,29.744,0.126,0.178,0.161,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.925,N,N,N
215,I23,0,B 3450 4 WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.814,29.744,0.126,0.153,0.161,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.936,N,N,N
216,I24,0,B 3450 4 WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.819,29.744,0.126,0.152,0.161,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.940,N,N,N
217,J1,0,,Nanog,STANDARD,FAM,NFQ-MGB,31.721,31.883,0.140,0.195,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.956,N,N,N
218,J2,0,,Nanog,STANDARD,FAM,NFQ-MGB,31.966,31.883,0.140,0.195,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,27,Amp,,0.967,N,N,N
219,J3,0,,Nanog,STANDARD,FAM,NFQ-MGB,31.963,31.883,0.140,0.195,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,27,Amp,,0.952,N,N,N
229,J13,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,29.314,29.401,0.076,0.195,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.953,N,N,N
230,J14,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,29.452,29.401,0.076,0.195,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.954,N,N,N
231,J15,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,29.436,29.401,0.076,0.195,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.946,N,N,N
241,K1,0,C 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.746,24.832,0.128,29.874,28.201,2.452,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.953,N,N,N
242,K2,0,C 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.771,24.832,0.128,29.343,28.201,2.452,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.956,N,N,N
243,K3,0,C 3450 iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.979,24.832,0.128,25.386,28.201,2.452,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.954,N,N,N
244,K4,0,C 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.419,31.606,0.168,0.283,0.249,0.030,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.932,N,N,N
245,K5,0,C 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.743,31.606,0.168,0.225,0.249,0.030,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.929,N,N,N
246,K6,0,C 3450 MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,31.657,31.606,0.168,0.239,0.249,0.030,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.927,N,N,N
247,K7,0,C 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,31.423,31.551,0.133,0.282,0.258,0.024,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.938,N,N,N
248,K8,0,C 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,31.541,31.551,0.133,0.260,0.258,0.024,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.940,N,N,N
249,K9,0,C 3450 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,31.689,31.551,0.133,0.234,0.258,0.024,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.945,N,N,N
250,K10,0,C 3450 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.959,31.018,0.073,0.390,0.374,0.019,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.949,N,N,N
251,K11,0,C 3450 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,31.100,31.018,0.073,0.353,0.374,0.019,29.610,0.996,-3.297,101.051,1,0.249,1,3,26,Amp,,0.964,N,N,N
252,K12,0,C 3450 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.995,31.018,0.073,0.380,0.374,0.019,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.943,N,N,N
253,K13,0,C 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.451,20.460,0.042,109.216,108.560,3.188,27.136,0.997,-3.280,101.780,1,0.179,1,3,15,Amp,,0.924,N,N,N
254,K14,0,C 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.506,20.460,0.042,105.095,108.560,3.188,27.136,0.997,-3.280,101.780,1,0.179,1,3,15,Amp,,0.932,N,N,N
255,K15,0,C 3450 iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.423,20.460,0.042,111.369,108.560,3.188,27.136,0.997,-3.280,101.780,1,0.179,1,3,15,Amp,,0.940,N,N,N
256,K16,0,C 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.636,30.067,0.374,0.173,0.131,0.036,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.899,N,N,N
257,K17,0,C 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.317,30.067,0.374,0.107,0.131,0.036,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.898,N,N,N
258,K18,0,C 3450 MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.248,30.067,0.374,0.113,0.131,0.036,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.941,N,N,N
259,K19,0,C 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.421,29.608,0.162,0.201,0.177,0.021,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.891,N,N,N
260,K20,0,C 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.696,29.608,0.162,0.166,0.177,0.021,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.906,N,N,N
261,K21,0,C 3450 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.707,29.608,0.162,0.165,0.177,0.021,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.912,N,N,N
262,K22,0,C 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.046,29.165,0.182,0.262,0.242,0.030,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.941,N,Y,N
263,K23,0,C 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.074,29.165,0.182,0.257,0.242,0.030,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.950,N,N,N
264,K24,0,C 3450 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.374,29.165,0.182,0.208,0.242,0.030,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.960,N,N,N
265,L1,0,,Nanog,STANDARD,FAM,NFQ-MGB,33.771,33.755,0.170,0.049,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,29,Amp,,0.947,N,N,N
266,L2,0,,Nanog,STANDARD,FAM,NFQ-MGB,33.916,33.755,0.170,0.049,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,29,Amp,,0.943,N,N,N
267,L3,0,,Nanog,STANDARD,FAM,NFQ-MGB,33.576,33.755,0.170,0.049,,,29.610,0.996,-3.297,101.051,1,0.249,1,3,28,Amp,,0.947,N,N,N
277,L13,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,31.160,31.273,0.129,0.049,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,27,Amp,,0.949,N,N,N
278,L14,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,31.413,31.273,0.129,0.049,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.951,N,N,N
279,L15,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,31.245,31.273,0.129,0.049,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,27,Amp,,0.924,N,N,N
289,M1,0,A G93A iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,23.922,24.112,0.184,53.118,46.770,6.031,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.953,N,N,N
290,M2,0,A G93A iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.125,24.112,0.184,46.075,46.770,6.031,29.610,0.996,-3.297,101.051,1,0.249,1,3,18,Amp,,0.953,N,N,N
291,M3,0,A G93A iPSC,Nanog,UNKNOWN,FAM,NFQ-MGB,24.288,24.112,0.184,41.116,46.770,6.031,29.610,0.996,-3.297,101.051,1,0.249,1,3,19,Amp,,0.949,N,N,N
292,M4,0,A G93A MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,30.161,30.385,0.238,0.680,0.587,0.096,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.940,N,N,N
293,M5,0,A G93A MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,30.358,30.385,0.238,0.593,0.587,0.096,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.943,N,N,N
294,M6,0,A G93A MNPC,Nanog,UNKNOWN,FAM,NFQ-MGB,30.635,30.385,0.238,0.489,0.587,0.096,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.953,N,N,N
295,M7,0,A G93A 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,29.815,30.004,0.250,0.867,0.767,0.128,29.610,0.996,-3.297,101.051,1,0.249,1,3,23,Amp,,0.944,N,N,N
296,M8,0,A G93A 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,29.909,30.004,0.250,0.812,0.767,0.128,29.610,0.996,-3.297,101.051,1,0.249,1,3,24,Amp,,0.953,N,N,N
297,M9,0,A G93A 2WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.287,30.004,0.250,0.623,0.767,0.128,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.956,N,N,N
298,M10,0,A G93A 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.308,30.365,0.095,0.614,0.591,0.038,29.610,0.996,-3.297,101.051,1,0.249,1,3,25,Amp,,0.949,N,N,N
299,M11,0,A G93A 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.475,30.365,0.095,0.547,0.591,0.038,29.610,0.996,-3.297,101.051,1,0.249,1,3,24,Amp,,0.942,N,N,N
300,M12,0,A G93A 4WK,Nanog,UNKNOWN,FAM,NFQ-MGB,30.313,30.365,0.095,0.612,0.591,0.038,29.610,0.996,-3.297,101.051,1,0.249,1,3,23,Amp,,0.957,N,N,N
301,M13,0,A G93A iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,19.925,20.174,0.408,158.011,136.081,35.376,27.136,0.997,-3.280,101.780,1,0.179,1,3,16,Amp,,0.922,N,N,N
302,M14,0,A G93A iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,19.952,20.174,0.408,154.963,136.081,35.376,27.136,0.997,-3.280,101.780,1,0.179,1,3,16,Amp,,0.923,N,N,N
303,M15,0,A G93A iPSC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,20.645,20.174,0.408,95.270,136.081,35.376,27.136,0.997,-3.280,101.780,1,0.179,1,3,15,Amp,,0.940,N,N,N
304,M16,0,A G93A MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.759,29.893,0.116,0.159,0.145,0.012,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.905,N,N,N
305,M17,0,A G93A MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.970,29.893,0.116,0.137,0.145,0.012,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.907,N,N,N
306,M18,0,A G93A MNPC,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.949,29.893,0.116,0.139,0.145,0.012,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.939,N,N,N
307,M19,0,A G93A 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.734,30.027,0.254,0.161,0.133,0.025,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.948,N,N,N
308,M20,0,A G93A 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.160,30.027,0.254,0.120,0.133,0.025,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.909,N,N,N
309,M21,0,A G93A 2WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,30.187,30.027,0.254,0.117,0.133,0.025,27.136,0.997,-3.280,101.780,1,0.179,1,3,26,Amp,,0.906,N,N,N
310,M22,0,A G93A 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.640,29.793,0.133,0.172,0.155,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.906,N,N,N
311,M23,0,A G93A 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.866,29.793,0.133,0.147,0.155,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,24,Amp,,0.900,N,N,N
312,M24,0,A G93A 4WK,Oct3-4,UNKNOWN,FAM,NFQ-MGB,29.874,29.793,0.133,0.146,0.155,0.015,27.136,0.997,-3.280,101.780,1,0.179,1,3,25,Amp,,0.913,N,N,N
325,N13,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,33.007,33.474,0.486,0.012,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,27,Amp,,0.921,N,N,N
326,N14,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,33.977,33.474,0.486,0.012,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,30,Amp,,0.941,N,N,N
327,N15,0,,Oct3-4,STANDARD,FAM,NFQ-MGB,33.438,33.474,0.486,0.012,,,27.136,0.997,-3.280,101.780,1,0.179,1,3,27,Amp,,0.944,N,N,N
